Season,Lg,Tm,W,L,Finish,,Age,Ht.,Wt.,,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Rank
1985,NBA,LAL,62,20,1,,28.1,6-Aug,210,,82,241.8,46.8,89.5,0.522,1.7,5,0.337,45.1,84.6,0.533,22.1,28.4,0.778,13.4,31.2,44.6,29.7,8.5,5.1,17.9,24.8,117.3,34
1984,NBA,LAL,62,20,1,,27.4,6-Jul,208,,82,240.9,48.2,88.5,0.545,1.1,3.6,0.305,47.1,84.9,0.555,20.8,27.2,0.763,13,31.1,44.1,31.4,8.5,5.9,18.7,23.5,118.2,35
1983,NBA,LAL,54,28,1,,27.5,6-Jul,206,,82,241.2,47,88.4,0.532,0.7,2.8,0.257,46.3,85.7,0.54,20.9,27.7,0.754,13.4,30.5,43.8,29.9,8.9,5.8,19.2,25,115.6,36
1982,NBA,LAL,58,24,1,,26.9,6-Jul,200,,82,240.6,48.3,91.6,0.528,0.1,1.2,0.104,48.2,90.4,0.533,18.2,24.8,0.736,15.1,29.7,44.7,30.7,10.3,5.8,19.3,23.5,115,37
1981,NBA,LAL,57,25,1,,26.8,6-Jul,199,,82,242.1,47.8,92.5,0.517,0.2,1.1,0.138,47.6,91.4,0.521,18.9,26.4,0.717,15.3,30.5,45.9,28.7,10.3,6.3,17.9,24.4,114.6,38
1980,NBA,LAL,54,28,2,,27,6-Jul,196,,82,241.5,46.1,90,0.512,0.2,1.1,0.181,45.9,88.9,0.516,18.8,25.8,0.729,14.2,30.4,44.6,28.8,9.9,6.7,19,23.8,111.2,39
1979,NBA,LAL,60,22,1,,26.2,6-Jul,202,,82,242.4,47.5,89.9,0.529,0.2,1.2,0.2,47.3,88.6,0.534,19.8,25.5,0.775,13.2,32.4,45.6,29.4,9.4,6.7,20,21.8,115.1,40
1978,NBA,LAL,47,35,3,,27.1,6-Jun,203,,82,241.2,46.7,90.2,0.517,,,,46.7,90.2,0.517,19.6,25.5,0.769,11.6,31.2,42.8,28.5,9.7,6.1,19.1,22.6,112.9,41
1977,NBA,LAL,45,37,4,,25.7,6-Jun,204,,82,241.5,45.5,93.6,0.487,,,,45.5,93.6,0.487,19.2,25.5,0.752,13.9,32.3,46.1,27.2,9.8,5,18.9,24,110.3,42
1976,NBA,LAL,53,29,1,,27.2,6-Jun,208,,82,241.5,44.7,93.4,0.478,,,,44.7,93.4,0.478,17.5,23.7,0.74,14.4,32,46.4,25.1,9.8,5.4,18.8,22.8,106.9,43
1975,NBA,LAL,40,42,4,,28.1,6-Jun,202,,82,240.3,43.3,93,0.465,,,,43.3,93,0.465,20.4,26.4,0.772,13.8,35,48.8,23.6,8.2,6.4,19.7,24.7,106.9,44
1974,NBA,LAL,30,52,5,,28.2,6-May,205,,82,242.1,41.6,92.4,0.45,,,,41.6,92.4,0.45,20,26.6,0.752,16,33.7,49.7,25.5,9.2,5.2,21.8,25.4,103.2,45
1973,NBA,LAL,47,35,1,,28.7,6-Jun,210,,82,240.9,43.1,95.2,0.453,,,,43.1,95.2,0.453,22.9,29.8,0.769,16.6,36.2,52.9,26.6,9.7,8,23.3,24.8,109.2,46
1972,NBA,LAL,60,22,1,,30.3,6-May,214,,82,240.9,45.6,95.4,0.478,,,,45.6,95.4,0.478,20.5,27.6,0.742,,,55.6,28.1,,,,20,111.7,47
1971,NBA,LAL,69,13,1,,29.5,6-May,211,,82,240.9,47.8,97.5,0.49,,,,47.8,97.5,0.49,25.4,34.5,0.734,,,56.4,27.2,,,,20,121,48
1970,NBA,LAL,48,34,1,,28.2,6-May,211,,82,240.9,45.6,95.8,0.476,,,,45.6,95.8,0.476,23.6,33.1,0.711,,,52.1,26.9,,,,20.8,114.8,49
1969,NBA,LAL,46,36,2,,27.7,6-May,206,,82,241.8,44.7,97,0.461,,,,44.7,97,0.461,24.3,32.2,0.754,,,50.7,24.8,,,,23.1,113.7,50
1968,NBA,LAL,55,27,1,,29.5,6-Jun,216,,82,242.7,43.6,92.9,0.469,,,,43.6,92.9,0.469,25.1,38.5,0.65,,,57.9,25.2,,,,21.6,112.2,51
1967,NBA,LAL,52,30,2,,27.8,6-May,202,,82,242.1,46.7,97.9,0.477,,,,46.7,97.9,0.477,27.8,38.3,0.726,,,63.7,24.2,,,,26.2,121.2,52
1966,NBA,LAL,36,45,3,,27.1,6-May,200,,81,241.5,46.7,104.5,0.447,,,,46.7,104.5,0.447,27.1,36,0.751,,,66.9,23.5,,,,26.8,120.5,53
1965,NBA,LAL,45,35,1,,26.5,6-May,200,,80,240.6,45,101.4,0.444,,,,45,101.4,0.444,29.5,38.2,0.773,,,66.7,24.2,,,,25.4,119.5,54
1964,NBA,LAL,49,31,1,,26.4,6-May,203,,80,241.9,41.7,95.4,0.437,,,,41.7,95.4,0.437,28.5,37.3,0.763,,,65.4,20,,,,25,111.9,55
1963,NBA,LAL,42,38,3,,26.3,6-May,204,,80,,40.9,93,0.44,,,,40.9,93,0.44,27.9,36.4,0.766,,,62.8,21,,,,25,109.7,56
1962,NBA,LAL,53,27,1,,26.2,6-May,205,,80,,43.8,99.4,0.441,,,,43.8,99.4,0.441,27.9,36.6,0.761,,,66,21.7,,,,22.2,115.5,57
1961,NBA,LAL,54,26,1,,25.9,6-May,204,,80,,44.4,103.9,0.427,,,,44.4,103.9,0.427,29.7,40.5,0.734,,,70,23.5,,,,25.7,118.5,58
1960,NBA,LAL,36,43,2,,25.2,6-May,204,,79,,43.1,106.7,0.403,,,,43.1,106.7,0.403,27.9,38,0.735,,,73.6,21.9,,,,25.9,114,59
1959,NBA,MNL,25,50,3,,25,6-May,204,,75,,40.5,105.1,0.386,,,,40.5,105.1,0.386,26.2,35.9,0.73,,,72.4,19.3,,,,24.2,107.3,60
1958,NBA,MNL,33,39,2,,25.7,6-May,207,,72,,38.6,98.4,0.392,,,,38.6,98.4,0.392,28.8,37.8,0.762,,,71.5,19.1,,,,26,106,61
1957,NBA,MNL,19,53,4,,25.9,6-May,206,,72,,36.9,99.9,0.37,,,,36.9,99.9,0.37,31.2,41.8,0.747,,,72.1,18.4,,,,27.5,105.1,62
1956,NBA,MNL,34,38,2,,25.5,6-May,209,,72,,35.9,96.7,0.371,,,,35.9,96.7,0.371,30.5,40.3,0.757,,,63.6,16.6,,,,26.2,102.3,63
1955,NBA,MNL,33,39,2,,26.8,6-Apr,206,,72,,35.3,90.9,0.388,,,,35.3,90.9,0.388,28.7,36.5,0.786,,,57.4,23.5,,,,27.5,99.3,64
1954,NBA,MNL,40,32,2,,26.9,6-Mar,201,,72,,34.8,89.8,0.388,,,,34.8,89.8,0.388,26,35,0.744,,,53.7,20.4,,,,26.9,95.6,65
1953,NBA,MNL,46,26,1,,27.3,6-Mar,201,,72,,30.3,80.6,0.376,,,,30.3,80.6,0.376,21,28.7,0.731,,,52.1,18.4,,,,26.6,81.7,66
1952,NBA,MNL,48,22,1,,26.5,6-Mar,200,,70,,30.9,79.4,0.39,,,,30.9,79.4,0.39,23.4,31.7,0.739,,,48.7,19.3,,,,27.4,85.3,67
1951,NBA,MNL,40,26,2,,25.8,6-Apr,201,,66,,31.9,86.9,0.367,,,,31.9,86.9,0.367,21.8,29.1,0.748,,,53.7,21,,,,26.7,85.6,68
1950,NBA,MNL,44,24,1,,,,,,68,,30.6,82.2,0.373,,,,30.6,82.2,0.373,21.5,29.3,0.736,,,50.1,20.7,,,,26.5,82.8,69
1949,NBA,MNL,51,17,1,,,,,,68,,31.5,85.8,0.367,,,,31.5,85.8,0.367,21.2,28.6,0.741,,,,20.7,,,,24.6,84.1,70
1948,BAA,MNL,44,16,2,,,,,,60,,31.4,85.8,0.366,,,,31.4,85.8,0.366,21.2,29.3,0.723,,,,18.9,,,,23.1,84,71
